 -3   20 41  20 12  19 49  19 31  19 16  19  4  18 42  18 23  18  6  17 48  17 30  17  9  16 57  16 42  16 42  16 36  16 29  16 22  16 14  16  5  15 56  15 45  15 32  15 17  15  0  14 39  14 11  13 31
 -2   20 41  20 12  19 49  19 32  19 17  19  4  18 42  18 23  18  6  17 49  17 30  17  9  16 57  16 43  16 43  16 37  16 30  16 23  16 15  16  6  15 56  15 45  15 33  15 19  15  1  14 40  14 13  13 33
 -1   20 41  20 12  19 50  19 32  19 17  19  4  18 42  18 24  18  6  17 49  17 31  17 10  16 58  16 44  16 44  16 38  16 31  16 24  16 16  16  7  15 57  15 46  15 34  15 20  15  3  14 42  14 15  13 35
  0   20 41  20 12  19 50  19 32  19 17  19  4  18 43  18 24  18  7  17 50  17 32  17 11  16 59  16 45  16 45  16 39  16 32  16 25  16 17  16  8  15 58  15 48  15 35  15 21  15  4  14 43  14 17  13 38
  1   20 40  20 11  19 50  19 32  19 17  19  5  18 43  18 25  18  7  17 50  17 32  17 11  16 59  16 46  16 46  16 39  16 33  16 26  16 18  16  9  15 59  15 49  15 36  15 22  15  5  14 45  14 18  13 40
  2   20 40  20 11  19 50  19 32  19 18  19  5  18 43  18 25  18  8  17 51  17 33  17 12  17  0  16 46  16 46  16 40  16 34  16 26  16 19  16 10  16  1  15 50  15 38  15 24  15  7  14 47  14 20  13 43
  3   20 40  20 11  19 49  19 32  19 18  19  5  18 44  18 25  18  8  17 51  17 33  17 13  17  1  16 47  16 47  16 41  16 35  16 27  16 20  16 11  16  2  15 51  15 39  15 25  15  9  14 48  14 23  13 46
  4   20 39  20 11  19 49  19 32  19 18  19  5  18 44  18 26  18  9  17 52  17 34  17 14  17  2  16 48  16 48  16 42  16 36  16 28  16 21  16 12  16  3  15 52  15 40  15 27  15 10  14 50  14 25  13 49
  5   20 39  20 11  19 49  19 32  19 18  19  5  18 44  18 26  18  9  17 52  17 35  17 14  17  3  16 49  16 49  16 43  16 37  16 30  16 22  16 13  16  4  15 54  15 42  15 28  15 12  14 52  14 27  13 52
  6   20 38  20 10  19 49  19 32  19 18  19  5  18 44  18 26  18 10  17 53  17 35  17 15  17  3  16 50  16 50  16 44  16 38  16 31  16 23  16 15  16  5  15 55  15 43  15 30  15 14  14 54  14 30  13 55
  7   20 37  20 10  19 49  19 32  19 18  19  5  18 45  18 27  18 10  17 54  17 36  17 16  17  4  16 51  16 51  16 45  16 39  16 32  16 24  16 16  16  7  15 56  15 45  15 31  15 16  14 56  14 32  13 59
